ランダムタスク
Thread ID: 2272969140
Total: 0.001526

 %self     total     self     wait    child    calls  name
  0.40      0.00     0.00     0.00     0.00        4  Array#[]
  0.32      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.32      0.00     0.00     0.00     0.00        3  Float#/
  0.32      0.00     0.00     0.00     0.00        3  Array#+
  0.24      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.24      0.00     0.00     0.00     0.00        2  String#to_str
  0.24      0.00     0.00     0.00     0.00        3  Float#ceil
  0.24      0.00     0.00     0.00     0.00        1  Array#sort
  0.24      0.00     0.00     0.00     0.00        1  Array#uniq
  0.24      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.24      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.24      0.00     0.00     0.00     0.00        3  Integer#to_i
  0.08      0.00     0.00     0.00     0.00        1  String#to_s


Thread ID: 2272969140
Total: 0.001504

 %self     total     self     wait    child    calls  name
 28.86      0.00     0.00     0.00     0.00       55  Array#each
  7.25      0.00     0.00     0.00     0.00        6  Array#sort!
  4.19      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  3.79      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  3.59      0.00     0.00     0.00     0.00       12  Class#new
  3.46      0.00     0.00     0.00     0.00        8  Task#get_all_require
  3.19      0.00     0.00     0.00     0.00       35  Array#<<
  3.06      0.00     0.00     0.00     0.00       49  Fixnum#==
  2.66      0.00     0.00     0.00     0.00        6  Integer#upto
  2.26      0.00     0.00     0.00     0.00       12  ReqTuple#initialize
  2.13      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  1.73      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  1.73      0.00     0.00     0.00     0.00       21  Fixnum#<=>
  1.66      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  1.53      0.00     0.00     0.00     0.00       15  Kernel#==
  1.53      0.00     0.00     0.00     0.00        4  WCBT#SR
  1.53      0.00     0.00     0.00     0.00        8  Array#==
  1.53      0.00     0.00     0.00     0.00       20  String#==
  1.53      0.00     0.00     0.00     0.00        1  WCBT#AB
  1.46      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  1.46      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  1.40      0.00     0.00     0.00     0.00        1  WCBT#sbg
  1.20      0.00     0.00     0.00     0.00       18  Fixnum#*
  1.20      0.00     0.00     0.00     0.00        1  WCBT#SB
  1.13      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  1.13      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.06      0.00     0.00     0.00     0.00       17  Fixnum#+
  1.06      0.00     0.00     0.00     0.00        3  WCBT#partition
  0.93      0.00     0.00     0.00     0.00        7  Array#size
  0.93      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  0.86      0.00     0.00     0.00     0.00        6  String#<<
  0.86      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.80      0.00     0.00     0.00     0.00        1  WCBT#LB
  0.66      0.00     0.00     0.00     0.00        1  WCBT#procList
  0.60      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.60      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.53      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.53      0.00     0.00     0.00     0.00       12  <Class::Object>#allocate
  0.47      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.40      0.00     0.00     0.00     0.00        4  Array#[]
  0.40      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.40      0.00     0.00     0.00     0.00        3  Array#+
  0.40      0.00     0.00     0.00     0.00        6  Float#to_f
  0.40      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.33      0.00     0.00     0.00     0.00        3  Float#ceil
  0.27      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.20      0.00     0.00     0.00     0.00        3  Float#/
  0.20      0.00     0.00     0.00     0.00        1  Array#uniq
  0.20      0.00     0.00     0.00     0.00        3  Integer#to_i
  0.13      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.13      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.13      0.00     0.00     0.00     0.00        1  Array#sort
  0.13      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.13      0.00     0.00     0.00     0.00        2  String#to_str
  0.07      0.00     0.00     0.00     0.00        1  String#to_s


Thread ID: 2272969140
Total: 0.001277

 %self     total     self     wait    child    calls  name
 29.84      0.00     0.00     0.00     0.00       49  Array#each
  5.09      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  4.54      0.00     0.00     0.00     0.00        6  Array#sort!
  4.46      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  3.45      0.00     0.00     0.00     0.00        8  Task#get_all_require
  3.45      0.00     0.00     0.00     0.00       43  Fixnum#==
  3.13      0.00     0.00     0.00     0.00       29  Array#<<
  2.66      0.00     0.00     0.00     0.00        6  Integer#upto
  2.43      0.00     0.00     0.00     0.00        4  WCBT#SR
  2.19      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  2.11      0.00     0.00     0.00     0.00       14  String#==
  2.11      0.00     0.00     0.00     0.00       15  Kernel#==
  2.04      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  1.96      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  1.80      0.00     0.00     0.00     0.00        6  Class#new
  1.57      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  1.49      0.00     0.00     0.00     0.00        1  WCBT#sbg
  1.49      0.00     0.00     0.00     0.00        1  WCBT#SB
  1.49      0.00     0.00     0.00     0.00       17  Fixnum#+
  1.41      0.00     0.00     0.00     0.00        6  ReqTuple#initialize
  1.33      0.00     0.00     0.00     0.00        8  Array#==
  1.25      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.25      0.00     0.00     0.00     0.00        1  WCBT#AB
  1.25      0.00     0.00     0.00     0.00        3  WCBT#partition
  1.17      0.00     0.00     0.00     0.00        1  WCBT#procList
  1.17      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  1.02      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  1.02      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.94      0.00     0.00     0.00     0.00        1  WCBT#LB
  0.78      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  0.70      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.70      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.70      0.00     0.00     0.00     0.00        7  Array#size
  0.63      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.55      0.00     0.00     0.00     0.00        6  String#<<
  0.55      0.00     0.00     0.00     0.00        9  Fixnum#<=>
  0.55      0.00     0.00     0.00     0.00        6  Float#to_f
  0.55      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.47      0.00     0.00     0.00     0.00        4  Array#[]
  0.47      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.47      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.39      0.00     0.00     0.00     0.00        6  <Class::Object>#allocate
  0.39      0.00     0.00     0.00     0.00        3  Array#+
  0.39      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.31      0.00     0.00     0.00     0.00        3  Integer#to_i
  0.31      0.00     0.00     0.00     0.00        3  Float#ceil
  0.31      0.00     0.00     0.00     0.00        3  Float#/
  0.23      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.23      0.00     0.00     0.00     0.00        2  String#to_str
  0.23      0.00     0.00     0.00     0.00        1  Array#uniq
  0.23      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.23      0.00     0.00     0.00     0.00        6  Fixnum#*
  0.16      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.16      0.00     0.00     0.00     0.00        1  Array#sort
  0.16      0.00     0.00     0.00     0.00        1  String#to_s


Thread ID: 2272969140
Total: 0.001290

 %self     total     self     wait    child    calls  name
 31.16      0.00     0.00     0.00     0.00       49  Array#each
  5.19      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  4.19      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  3.95      0.00     0.00     0.00     0.00       29  Array#<<
  3.72      0.00     0.00     0.00     0.00        8  Task#get_all_require
  3.64      0.00     0.00     0.00     0.00        6  Array#sort!
  3.64      0.00     0.00     0.00     0.00       43  Fixnum#==
  2.40      0.00     0.00     0.00     0.00        6  Integer#upto
  2.25      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  2.09      0.00     0.00     0.00     0.00        6  ReqTuple#initialize
  1.78      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  1.78      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  1.71      0.00     0.00     0.00     0.00        4  WCBT#SR
  1.55      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  1.55      0.00     0.00     0.00     0.00        1  WCBT#SB
  1.55      0.00     0.00     0.00     0.00       17  Fixnum#+
  1.47      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  1.40      0.00     0.00     0.00     0.00        1  WCBT#AB
  1.32      0.00     0.00     0.00     0.00        1  WCBT#sbg
  1.24      0.00     0.00     0.00     0.00        8  Array#==
  1.24      0.00     0.00     0.00     0.00       14  String#==
  1.16      0.00     0.00     0.00     0.00        3  WCBT#partition
  1.16      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.16      0.00     0.00     0.00     0.00       15  Kernel#==
  1.16      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  1.01      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  1.01      0.00     0.00     0.00     0.00        7  Array#size
  1.01      0.00     0.00     0.00     0.00        6  Fixnum#*
  0.93      0.00     0.00     0.00     0.00        1  WCBT#procList
  0.85      0.00     0.00     0.00     0.00        6  Class#new
  0.85      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.85      0.00     0.00     0.00     0.00        9  Fixnum#<=>
  0.85      0.00     0.00     0.00     0.00        1  WCBT#LB
  0.70      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.70      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.70      0.00     0.00     0.00     0.00        6  <Class::Object>#allocate
  0.70      0.00     0.00     0.00     0.00        6  Float#to_f
  0.70      0.00     0.00     0.00     0.00        6  String#<<
  0.62      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.62      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.47      0.00     0.00     0.00     0.00        4  Array#[]
  0.39      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.39      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.39      0.00     0.00     0.00     0.00        3  Float#ceil
  0.39      0.00     0.00     0.00     0.00        3  Integer#to_i
  0.39      0.00     0.00     0.00     0.00        3  Float#/
  0.39      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.31      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.23      0.00     0.00     0.00     0.00        1  Array#sort
  0.23      0.00     0.00     0.00     0.00        2  String#to_str
  0.23      0.00     0.00     0.00     0.00        1  Array#uniq
  0.16      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.16      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.16      0.00     0.00     0.00     0.00        3  Array#+
  0.16      0.00     0.00     0.00     0.00        1  String#to_s


Thread ID: 2272969140
Total: 0.001485

 %self     total     self     wait    child    calls  name
 29.63      0.00     0.00     0.00     0.00       55  Array#each
  7.47      0.00     0.00     0.00     0.00        6  Array#sort!
  4.58      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  3.97      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  3.64      0.00     0.00     0.00     0.00       49  Fixnum#==
  3.03      0.00     0.00     0.00     0.00        6  Integer#upto
  2.90      0.00     0.00     0.00     0.00        8  Task#get_all_require
  2.90      0.00     0.00     0.00     0.00       12  ReqTuple#initialize
  2.63      0.00     0.00     0.00     0.00       12  Class#new
  2.56      0.00     0.00     0.00     0.00       35  Array#<<
  1.89      0.00     0.00     0.00     0.00       20  String#==
  1.68      0.00     0.00     0.00     0.00       15  Kernel#==
  1.62      0.00     0.00     0.00     0.00        4  WCBT#SR
  1.55      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  1.55      0.00     0.00     0.00     0.00       17  Fixnum#+
  1.48      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  1.41      0.00     0.00     0.00     0.00        1  WCBT#AB
  1.41      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  1.28      0.00     0.00     0.00     0.00        8  Array#==
  1.28      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  1.21      0.00     0.00     0.00     0.00       21  Fixnum#<=>
  1.14      0.00     0.00     0.00     0.00        1  WCBT#SB
  1.14      0.00     0.00     0.00     0.00       18  Fixnum#*
  1.08      0.00     0.00     0.00     0.00        3  WCBT#partition
  1.08      0.00     0.00     0.00     0.00        1  WCBT#sbg
  1.01      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  1.01      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.01      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  0.94      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  0.94      0.00     0.00     0.00     0.00        1  WCBT#LB
  0.94      0.00     0.00     0.00     0.00       12  <Class::Object>#allocate
  0.88      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.74      0.00     0.00     0.00     0.00        1  WCBT#procList
  0.67      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.67      0.00     0.00     0.00     0.00        7  Array#size
  0.61      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.61      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.54      0.00     0.00     0.00     0.00        6  String#<<
  0.54      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.47      0.00     0.00     0.00     0.00        6  Float#to_f
  0.47      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.47      0.00     0.00     0.00     0.00        1  Array#sort
